279,Agelaius phoeniceus
280,Agelaius tricolor
281,Agelaius xanthomus
282,Agelastes meleagrides
283,Agelastes niger
284,Agelasticus cyanopus
285,Agelasticus thilius
286,Agelasticus xanthophthalmus
287,Ageneotettix deorum
288,Aglaeactis aliciae
289,Aglaeactis castelnaudii
290,Aglaeactis cupripennis
291,Aglaeactis pamela
292,Aglaiocercus berlepschi
293,Aglaiocercus coelestis
294,Aglaiocercus kingii
295,Aglaothorax diminutiva
296,Aglaothorax gurneyi
297,Aglaothorax morsei
298,Aglaothorax ovatus
299,Agraecia agraecioides
300,Agraphospiza rubescens
301,Agricola infuscatus
302,Agricola pallidus
303,Agriornis albicauda
304,Agriornis lividus
305,Agriornis micropterus
306,Agriornis montanus
307,Agriornis murinus
308,Agriotes lineatus
309,Agropsar philippensis
310,Agropsar sturninus
311,Ailuroedus arfakianus
312,Ailuroedus astigmaticus
313,Ailuroedus buccoides
314,Ailuroedus crassirostris
315,Ailuroedus geislerorum
316,Ailuroedus jobiensis
317,Ailuroedus maculosus
318,Ailuroedus melanocephalus
319,Ailuroedus melanotis
320,Ailuroedus stonii
321,Ailuropoda melanoleuca
322,Ailurus fulgens
323,Aimophila notosticta
324,Aimophila rufescens
325,Aimophila ruficeps
326,Aiolopus strepens
327,Aircraft
328,Aix galericulata
329,Aix sponsa
330,Ajorama balatukanis
331,Akletos goeldii
332,Akletos melanoceps
333,Alaemon alaudipes
334,Alaemon hamertoni
335,Alarm
336,Alauda arvensis
337,Alauda gulgula
338,Alauda leucoptera
339,Alauda razae
340,Alaudala cheleensis
341,Alaudala heinei
342,Alaudala raytal
343,Alaudala rufescens
344,Alaudala somalica
345,Albarracinia zapaterii
346,Alburnus alburnus
347,Alca torda
348,Alcedo atthis
349,Alcedo coerulescens
350,Alcedo euryzona
351,Alcedo hercules
352,Alcedo meninting
353,Alcedo quadribrachys
354,Alcedo semitorquata
355,Alces alces
356,Alcippe brunneicauda
357,Alcippe davidi
358,Alcippe fratercula
359,Alcippe grotei
360,Alcippe hueti
361,Alcippe morrisonia
362,Alcippe nipalensis
363,Alcippe peracensis
364,Alcippe poioicephala
365,Alcippe pyrrhoptera
366,Alcurus striatus
367,Aldabrachelys gigantea
368,Aleadryas rufinucha
369,Alectoris barbara
370,Alectoris chukar
371,Alectoris graeca
372,Alectoris magna
373,Alectoris melanocephala
374,Alectoris philbyi
375,Alectoris rufa
376,Alectroenas madagascariensis
377,Alectroenas pulcherrimus
378,Alectroenas sganzini
379,Alectrurus risora
380,Alectrurus tricolor
381,Alectura lathami
382,Aleeta curvicosta
383,Alethe castanea
384,Alethe diademata
385,Alexandromys oeconomus
386,Alinjarria elongata
387,Alipiopsitta xanthops
388,Alisterus amboinensis
389,Alisterus chloropterus
390,Alisterus scapularis
391,Alle alle
392,Allenia fusca
393,Allenopithecus nigroviridis
394,Alligator mississippiensis
395,Alligator sinensis
396,Allobates femoralis
397,Allobates granti
398,Allobates ignotus
399,Allobates marchesianus
400,Allobates niputidea
401,Allobates ripicolus
402,Allobates talamancae
403,Allobates zaparo
404,Allochrocebus lhoesti
405,Allonemobius allardi
406,Allonemobius fasciatus
407,Allonemobius griseus
408,Allonemobius maculatus
409,Allonemobius shalontaki
410,Allonemobius socius
411,Allonemobius tinnulus
412,Allonemobius walkeri
413,Allophryne resplendens
414,Allophryne ruthveni
415,Alloteratura lamella
416,Aloha campylothecae
417,Aloha swezeyi
418,Alophoixus flaveolus
419,Alophoixus frater
420,Alophoixus ochraceus
421,Alophoixus pallidus
422,Alophoixus phaeocephalus
423,Alophoixus ruficrissus
424,Alopochelidon fucata
425,Alopochen aegyptiaca
426,Alouatta belzebul
427,Alouatta caraya
428,Alouatta guariba
429,Alouatta macconnelli
430,Alouatta palliata
431,Alouatta pigra
432,Alouatta sara
433,Alouatta seniculus
434,Alytes almogavarii
435,Alytes cisternasii
436,Alytes dickhilleni
437,Alytes muletensis
438,Alytes obstetricans
439,Amadina erythrocephala
440,Amadina fasciata
441,Amalocichla incerta
442,Amalocichla sclateriana
443,Amandava amandava
444,Amandava subflava
445,Amaurolimnas concolor
446,Amaurornis isabellina
447,Amaurornis magnirostris
448,Amaurornis moluccana
449,Amaurornis olivacea
450,Amaurornis phoenicurus
451,Amaurospiza aequatorialis
452,Amaurospiza carrizalensis
453,Amaurospiza concolor
454,Amaurospiza moesta
455,Amazilia luciae
456,Amazilia rutila
457,Amazilia tzacatl
458,Amazilia yucatanensis
459,Amazilis amazilia
460,Amazona aestiva
461,Amazona agilis
462,Amazona albifrons
463,Amazona amazonica
464,Amazona arausiaca
465,Amazona auropalliata
466,Amazona autumnalis
467,Amazona barbadensis
468,Amazona brasiliensis
469,Amazona collaria
470,Amazona dufresniana
471,Amazona farinosa
472,Amazona festiva
473,Amazona finschi
474,Amazona guildingii
475,Amazona imperialis
476,Amazona kawalli
477,Amazona leucocephala
478,Amazona mercenarius
479,Amazona ochrocephala
480,Amazona oratrix
481,Amazona pretrei
482,Amazona rhodocorytha
483,Amazona tucumana
484,Amazona ventralis
485,Amazona versicolor
486,Amazona vinacea
487,Amazona viridigenalis
488,Amazona vittata
489,Amazona xantholora
490,Amazonetta brasiliensis
491,Amazophrynella minuta
492,Ambloplites rupestris
493,Amblycercus holosericeus
494,Amblycorypha alexanderi
495,Amblycorypha arenicola
496,Amblycorypha floridana
497,Amblycorypha huasteca
498,Amblycorypha oblongifolia
499,Amblycorypha parvipennis
500,Amblycorypha rivograndis
501,Amblycorypha rotundifolia
502,Amblyornis inornata
503,Amblyornis macgregoriae
504,Amblyornis subalaris
505,Amblyospiza albifrons
506,Amblyramphus holosericeus
507,Ambystoma maculatum
508,Amedegnatiana vicheti
509,Ameerega berohoka
510,Ameerega braccata
511,Ameerega flavopicta
512,Ameerega hahneli
513,Ameerega macero
514,Ameerega munduruku
515,Ameerega petersi
516,Ameerega picta
517,Ameerega pulchripecta
518,Ameerega trivittata
519,Amegilla asserta
520,Amegilla calva
521,Amegilla garrula
522,Ameiurus melas
523,Amietia delalandii
524,Amietia fuscigula
525,Amietia poyntoni
526,Amietia tenuoplicata
527,Amietia wittei
528,Amirafra angolensis
529,Amirafra collaris
530,Amirafra rufocinnamomea
531,Ammodramus aurifrons
532,Ammodramus humeralis
533,Ammodramus savannarum
534,Ammomanes cinctura
535,Ammomanes deserti
536,Ammomanes phoenicura
537,Ammomanopsis grayi
538,Ammonastes pelzelni
539,Ammoperdix griseogularis
540,Ammoperdix heyi
541,Ammospermophilus harrisii
542,Ammospermophilus interpres
543,Ammospiza caudacuta
544,Ammospiza leconteii
545,Ammospiza maritima
546,Ammospiza nelsoni
547,Ammotragus lervia
548,Amolops torrentis
549,Ampeliceps coronatus
550,Ampelioides tschudii
551,Ampelion rubrocristatus
552,Ampelion rufaxilla
553,Ampelornis griseiceps
554,Amphiestris baetica
555,Amphipsalta cingulata
556,Amphipsalta strepitans
557,Amphipsalta zelandica
558,Amphispiza bilineata
559,Amphispizopsis quinquestriata
560,Amphitornus coloradus
561,Amphylaeus obscuriceps
562,Ampulex compressa
563,Amytornis ballarae
564,Amytornis barbatus
565,Amytornis dorotheae
566,Amytornis goyderi
567,Amytornis housei
568,Amytornis merrotsyi
569,Amytornis modestus
570,Amytornis oweni
571,Amytornis purnelli
572,Amytornis rowleyi
573,Amytornis striatus
574,Amytornis textilis
575,Amytornis whitei
576,Amytornis woodwardi
577,Anabacerthia amaurotis
578,Anabacerthia lichtensteini
579,Anabacerthia ruficaudata
580,Anabacerthia striaticollis
581,Anabacerthia variegaticeps
582,Anabathmis hartlaubii
583,Anabathmis newtonii
584,Anabathmis reichenbachii
585,Anabazenops dorsalis
586,Anabazenops fuscus
587,Anabrus cerciata
588,Anabrus simplex
589,Anadolua burri
590,Anadolua schwarzi
591,Anadrymadusa brevipennis
592,Anadrymadusa ornatipennis
593,Anadrymadusa retowskii
594,Anadrymadusa spinicercis
595,Anairetes alpinus
596,Anairetes fernandezianus
597,Anairetes flavirostris
598,Anairetes nigrocristatus
599,Anairetes parulus
600,Anairetes reguloides
601,Anaplectes rubriceps
602,Anapsaltoda pulchra
603,Anarhynchus alexandrinus
604,Anarhynchus alticola
605,Anarhynchus asiaticus
606,Anarhynchus atrifrons
607,Anarhynchus bicinctus
608,Anarhynchus collaris
609,Anarhynchus dealbatus
610,Anarhynchus falklandicus
611,Anarhynchus frontalis
612,Anarhynchus javanicus
613,Anarhynchus leschenaultii
614,Anarhynchus marginatus
615,Anarhynchus mongolus
616,Anarhynchus montanus
617,Anarhynchus nivosus
618,Anarhynchus obscurus
619,Anarhynchus pallidus
620,Anarhynchus pecuarius
621,Anarhynchus peronii
622,Anarhynchus ruficapillus
623,Anarhynchus sanctaehelenae
624,Anarhynchus thoracicus
625,Anarhynchus veredus
626,Anarhynchus wilsonia
627,Anartia amathea
628,Anas acuta
629,Anas albogularis
630,Anas andium
631,Anas bahamensis
632,Anas bernieri
633,Anas capensis
634,Anas castanea
635,Anas chlorotis
636,Anas crecca
637,Anas diazi
638,Anas eatoni
639,Anas erythrorhyncha
640,Anas flavirostris
641,Anas fulvigula
642,Anas georgica
643,Anas gibberifrons
644,Anas gracilis
645,Anas laysanensis
646,Anas luzonica
647,Anas melleri
648,Anas nesiotis
649,Anas platyrhynchos
650,Anas poecilorhyncha
651,Anas rubripes
652,Anas sparsa
653,Anas superciliosa
654,Anas undulata
655,Anas wyvilliana
656,Anas zonorhyncha
657,Anasaitis canosus
658,Anastomus lamelligerus
659,Anastomus oscitans
660,Anaxipha calusa
661,Anaxipha exigua
662,Anaxipha fultoni
663,Anaxipha hyalicetra
664,Anaxipha rosamacula
665,Anaxipha thomasi
666,Anaxipha tinnulacita
667,Anaxipha tinnulenta
668,Anaxipha vernalis
669,Anaxyrus americanus
670,Anaxyrus boreas
671,Anaxyrus californicus
672,Anaxyrus canorus
673,Anaxyrus cognatus
674,Anaxyrus debilis
675,Anaxyrus fowleri
676,Anaxyrus hemiophrys
677,Anaxyrus nelsoni
678,Anaxyrus punctatus
679,Anaxyrus quercicus
680,Anaxyrus retiformis
681,Anaxyrus speciosus
682,Anaxyrus terrestris
683,Anaxyrus woodhousii
684,Ancistrops strigilatus
685,Ancistrura nigrovittata
686,Andigena cucullata
687,Andigena hypoglauca
688,Andigena laminirostris
689,Andigena nigrirostris
690,Andinobates bombetes
691,Andinobates cassidyhornae
692,Andinobates opisthomelas
693,Andinobates victimatus
694,Andreiniimon nuptialis
695,Androdon aequatorialis
696,Andropadus importunus
697,Androphobus viridis
698,Anele ulia
699,Anelytra cornuta
700,Anelytra curvata
701,Anelytra elongata
702,Anelytra fastigata
703,Anelytra furcata
704,Anelytra petria
705,Anelytra robusta
706,Anelytra rufa
707,Anelytra symfioma
708,Anelytra tristellata
709,Angaracris barabensis
710,Anguis colchica
711,Angusta fangtingyui
712,Anhima cornuta
713,Anhinga anhinga
714,Anhinga melanogaster
715,Anhinga novaehollandiae
716,Anhinga rufa
717,Anhydrophryne hewitti
718,Anhydrophryne ngongoniensis
719,Anhydrophryne rattrayi
720,Animal
721,Anisognathus igniventris
722,Anisognathus lacrymosus
723,Anisognathus melanogenys
724,Anisognathus notabilis
725,Anisognathus somptuosus
726,Anodorhynchus hyacinthinus
727,Anodorhynchus leari
728,Anoedopoda lamellata
729,Anolis sagrei
730,Anomaloglossus baeobatrachus
731,Anomaloglossus stepheni
732,Anomaloglossus surinamensis
733,Anomalospiza imberbis
734,Anonconotus alpinus
735,Anonconotus baracunensis
736,Anonconotus ghilianii
737,Anonconotus italoaustriacus
738,Anonconotus ligustinus
739,Anonconotus mercantouri
740,Anonconotus occidentalis
741,Anopetia gounellei
742,Anoplognathus brunnipennis
743,Anoplophora chinensis
744,Anoplotrupes stercorosus
745,Anorrhinus austeni
746,Anorrhinus galeritus
747,Anorrhinus tickelli
748,Anous ceruleus
749,Anous minutus
750,Anous stolidus
751,Anous tenuirostris
752,Anser albifrons
753,Anser anser
754,Anser brachyrhynchus
755,Anser caerulescens
756,Anser canagicus
757,Anser cygnoides
758,Anser erythropus
759,Anser fabalis
760,Anser indicus
761,Anser rossii
762,Anser serrirostris
763,Anseranas semipalmata
764,Ansonia hanitschi
765,Ansonia spinulifer
766,Anstisia alba
767,Anstisia lutea
768,Anstisia rosea
769,Anstisia vitellina
770,Antaxius bouvieri
771,Antaxius chopardi
772,Antaxius difformis
773,Antaxius florezi
774,Antaxius hispanicus
775,Antaxius kraussii
776,Antaxius pedestris
777,Antaxius sorrezensis
778,Antaxius spinibrachius
779,Antechinus flavipes
780,Anterastes antecessor
781,Anterastes serbicus
782,Anthidium oblongatum
783,Anthidium punctatum
784,Anthipes monileger
785,Anthipes solitaris
786,Anthobaphes violacea
787,Anthocephala berlepschi
788,Anthocephala floriceps
789,Anthochaera carunculata
790,Anthochaera chrysoptera
791,Anthochaera lunulata
792,Anthochaera paradoxa
793,Anthochaera phrygia
794,Anthophora abrupta
795,Anthophora bimaculata
796,Anthophora plumipes
797,Anthophora ursina
798,Anthornis melanura
799,Anthoscopus caroli
800,Anthoscopus flavifrons
801,Anthoscopus minutus
802,Anthoscopus musculus
803,Anthoscopus parvulus
804,Anthoscopus punctifrons
805,Anthracoceros albirostris
806,Anthracoceros coronatus
807,Anthracoceros malayanus
808,Anthracoceros marchei
809,Anthracoceros montani
810,Anthracothorax dominicus
811,Anthracothorax mango
812,Anthracothorax nigricollis
813,Anthracothorax prevostii
814,Anthracothorax veraguensis
815,Anthracothorax viridigula
816,Anthracothorax viridis
817,Anthrenus coloratus
818,Anthreptes anchietae
819,Anthreptes aurantius
820,Anthreptes gabonicus
821,Anthreptes griseigularis
822,Anthreptes longuemarei
823,Anthreptes malacensis
824,Anthreptes neglectus
825,Anthreptes orientalis
826,Anthreptes rectirostris
827,Anthreptes reichenowi
828,Anthreptes rhodolaemus
829,Anthreptes rubritorques
830,Anthreptes seimundi
831,Anthreptes simplex
832,Anthreptes tephrolaemus
833,Anthropoides paradiseus
834,Anthropoides virgo
835,Anthus antarcticus
836,Anthus australis
837,Anthus berthelotii
838,Anthus bogotensis
839,Anthus brachyurus
840,Anthus brevirostris
841,Anthus caffer
842,Anthus campestris
843,Anthus cervinus
844,Anthus chacoensis
845,Anthus chii
846,Anthus cinnamomeus
847,Anthus correndera
848,Anthus crenatus
849,Anthus furcatus
850,Anthus godlewskii
851,Anthus gustavi
852,Anthus gutturalis
853,Anthus hellmayri
854,Anthus hodgsoni
855,Anthus hoeschi
856,Anthus leucophrys
857,Anthus lineiventris
858,Anthus melindae
859,Anthus nattereri
860,Anthus nicholsoni
861,Anthus nilghiriensis
862,Anthus novaeseelandiae
863,Anthus nyassae
864,Anthus pallidiventris
865,Anthus peruvianus
866,Anthus petrosus
867,Anthus pratensis
868,Anthus richardi
869,Anthus roseatus
870,Anthus rubescens
871,Anthus rufulus
872,Anthus similis
873,Anthus sokokensis
874,Anthus spinoletta
875,Anthus spragueii
876,Anthus sylvanus
877,Anthus trivialis
878,Anthus vaalensis
879,Antigone antigone
880,Antigone canadensis
881,Antigone rubicunda
882,Antigone vipio
883,Antilocapra americana
884,Antilope cervicapra
885,Antipodectes bituberculatus
886,Antiurus maculicaudus
887,Antrostomus arizonae
888,Antrostomus badius
889,Antrostomus carolinensis
890,Antrostomus cubanensis
891,Antrostomus ekmani
892,Antrostomus noctitherus
893,Antrostomus ridgwayi
894,Antrostomus rufus
895,Antrostomus salvini
896,Antrostomus saturatus
897,Antrostomus sericocaudatus
898,Antrostomus vociferus
899,Anumara forbesi
900,Anumbius annumbi
901,Anurogryllus arboreus
902,Anurogryllus celerinictus
903,Anurogryllus muticus
904,Anurolimnas castaneiceps
905,Aonyx cinereus
906,Aotus azarae
907,Apalharpactes mackloti
908,Apalharpactes reinwardtii
909,Apalis alticola
910,Apalis argentea
911,Apalis binotata
912,Apalis chapini
913,Apalis chariessa
914,Apalis chirindensis
915,Apalis cinerea
916,Apalis flavida
917,Apalis flavigularis
918,Apalis fuscigularis
919,Apalis goslingi
920,Apalis jacksoni
921,Apalis karamojae
922,Apalis lynesi
923,Apalis melanocephala
924,Apalis nigriceps
925,Apalis personata
926,Apalis porphyrolaema
927,Apalis ruddi
928,Apalis rufogularis
929,Apalis sharpii
930,Apalis thoracica
931,Apaloderma aequatoriale
932,Apaloderma narina
933,Apaloderma vittatum
934,Apalopteron familiare
935,Apartus michalki
936,Aphanotriccus audax
937,Aphanotriccus capitalis
938,Aphelocephala leucopsis
939,Aphelocephala nigricincta
940,Aphelocephala pectoralis
941,Aphelocoma californica
942,Aphelocoma coerulescens
943,Aphelocoma insularis
944,Aphelocoma ultramarina
945,Aphelocoma unicolor
946,Aphelocoma wollweberi
947,Aphelocoma woodhouseii
948,Aphractus acuminatus
949,Aphrastura spinicauda
950,Aphrodroma brevirostris
951,Apis cerana
952,Apis mellifera
953,Aplastodiscus albosignatus
954,Aplastodiscus arildae
955,Aplastodiscus cavicola
956,Aplastodiscus cochranae
957,Aplastodiscus ehrhardti
958,Aplastodiscus eugenioi
959,Aplastodiscus leucopygius
960,Aplastodiscus lutzorum
961,Aplastodiscus perviridis
962,Aplodinotus grunniens
963,Aplonis atrifusca
964,Aplonis brunneicapillus
965,Aplonis cantoroides
966,Aplonis cinerascens
967,Aplonis crassa
968,Aplonis dichroa
969,Aplonis feadensis
970,Aplonis grandis
971,Aplonis insularis
972,Aplonis magna
973,Aplonis metallica
974,Aplonis minor
975,Aplonis mysolensis
976,Aplonis opaca
977,Aplonis panayensis
978,Aplonis striata
979,Aplonis tabuensis
980,Aplonis zelandica
981,Aplopelia larvata
982,Apodemus sylvaticus
983,Applause
984,Aprositornis disjuncta
985,Aprosmictus erythropterus
986,Aprosmictus jonquillaceus
987,Aptenodytes forsteri
988,Aptenodytes patagonicus
989,Apteryx australis
990,Apteryx mantelli
991,Apteryx maxima
992,Apteryx owenii
993,Apteryx rowi
994,Apus acuticauda
995,Apus affinis
996,Apus alexandri
997,Apus apus
998,Apus balstoni
999,Apus barbatus
1000,Apus batesi
1001,Apus berliozi
1002,Apus bradfieldi
1003,Apus caffer
1004,Apus cooki
1005,Apus horus
1006,Apus leuconyx
1007,Apus niansae
1008,Apus nipalensis
1009,Apus pacificus
1010,Apus pallidus
1011,Apus salimalii
1012,Apus unicolor
1013,Aquarana catesbeiana
1014,Aquarana clamitans
1015,Aquarana grylio
1016,Aquarana septentrionalis
1017,Aquila adalberti
1018,Aquila africana
1019,Aquila audax
1020,Aquila chrysaetos
1021,Aquila fasciata
1022,Aquila gurneyi
1023,Aquila heliaca
1024,Aquila nipalensis
1025,Aquila rapax
1026,Aquila spilogaster
1027,Aquila verreauxii
1028,Ara ambiguus
1029,Ara ararauna
1030,Ara chloropterus
1031,Ara macao
1032,Ara militaris
1033,Ara rubrogenys
1034,Ara severus
1035,Arachnothera affinis
1036,Arachnothera chrysogenys
1037,Arachnothera clarae
1038,Arachnothera crassirostris
1039,Arachnothera dilutior
1040,Arachnothera everetti
1041,Arachnothera flammifera
1042,Arachnothera flavigaster
1043,Arachnothera juliae
1044,Arachnothera longirostra
1045,Arachnothera magna
1046,Arachnothera modesta
1047,Arachnothera robusta
1048,Aramides albiventris
1049,Aramides axillaris
1050,Aramides cajaneus
1051,Aramides calopterus
1052,Aramides mangle
1053,Aramides saracura
1054,Aramides wolfi
1055,Aramides ypecaha
1056,Aramidopsis plateni
1057,Aramus guarauna
1058,Araneus diadematus
1059,Aratinga auricapillus
1060,Aratinga jandaya
1061,Aratinga maculata
1062,Aratinga nenday
1063,Aratinga solstitialis
1064,Aratinga weddellii
1065,Arborophila ardens
1066,Arborophila atrogularis
1067,Arborophila brunneopectus
1068,Arborophila cambodiana
1069,Arborophila campbelli
1070,Arborophila crudigularis
1071,Arborophila davidi
1072,Arborophila gingica
1073,Arborophila hyperythra
1074,Arborophila javanica
1075,Arborophila mandellii
1076,Arborophila rufipectus
1077,Arborophila rufogularis
1078,Arborophila torqueola
1079,Arcanator orostruthus
1080,Archboldia papuensis
1081,Archilochus alexandri
1082,Archilochus colubris
1083,Arcovomer passarellii
1084,Arctia matronula
1085,Arctictis binturong
1086,Arctocephalus australis
1087,Arctocephalus gazella
1088,Arctocephalus pusillus
1089,Arctogalidia trivirgata
1090,Arcyptera albogeniculata
1091,Arcyptera fusca
1092,Arcyptera kheili
1093,Arcyptera microptera
1094,Arcyptera tornosi
1095,Ardea alba
1096,Ardea cinerea
1097,Ardea cocoi
